fips,exp_police_pc,officers_pc,rev_prop_tax_pc,violent.crime.high,segregation.bw.high,segregation.lw.high
51149,177.98,135.41,833.38,TRUE,TRUE,TRUE
51153,247.39,30.1,1520.04,FALSE,TRUE,TRUE
51155,205.12,78.45,792.39,TRUE,FALSE,FALSE
51161,257.85,84.89,1404.26,TRUE,TRUE,FALSE
51165,116.93,15.12,980.81,FALSE,FALSE,TRUE
51177,141.18,120.76,1250.51,TRUE,TRUE,TRUE
51179,176.95,106.06,1396.8,TRUE,TRUE,TRUE
51187,460.74,110.8,1025.99,TRUE,TRUE,TRUE
51191,205.98,40.32,723.69,FALSE,FALSE,FALSE
51199,151.97,147.94,1296.67,TRUE,FALSE,FALSE
51510,491.09,207.96,2683.81,TRUE,TRUE,TRUE
51540,396.71,252.54,1408.28,TRUE,FALSE,FALSE
51550,188.66,161.24,1414.82,TRUE,FALSE,FALSE
51630,285.1,169.77,1353.46,TRUE,TRUE,TRUE
51650,218.28,88.82,1185.57,TRUE,FALSE,FALSE
51660,166.5,107.74,687.2,TRUE,FALSE,TRUE
51680,242.56,208.24,983.24,TRUE,FALSE,FALSE
51683,358.72,221.15,1713.41,TRUE,TRUE,TRUE
51700,282.07,118.66,1401.84,TRUE,FALSE,FALSE
51710,308.15,79.76,1142.49,TRUE,FALSE,FALSE
51730,407.37,128.14,1158.29,TRUE,TRUE,TRUE
51740,406.55,244.61,1358.5,TRUE,FALSE,FALSE
51760,471.42,88.44,1345.26,TRUE,TRUE,TRUE
51770,257.1,136.92,1182.83,TRUE,TRUE,FALSE
51775,280.51,260.97,1425.58,TRUE,TRUE,FALSE
51800,260.31,196.41,1260.08,TRUE,FALSE,FALSE
51810,220.31,180.77,1343.38,TRUE,FALSE,FALSE
53005,195.92,24.74,312.67,FALSE,FALSE,TRUE
53011,151.51,11.62,396.31,FALSE,FALSE,FALSE
53015,246.89,23.98,396.25,TRUE,FALSE,FALSE
53021,143.8,37.96,233.53,TRUE,FALSE,TRUE
53035,158,14.7,337.41,FALSE,FALSE,FALSE
54011,224.34,29.9,371.36,FALSE,FALSE,FALSE
54037,254.22,22.31,268.09,FALSE,TRUE,TRUE
54039,236.05,20.09,379.34,FALSE,TRUE,FALSE
54051,174.53,39.16,406.87,FALSE,FALSE,FALSE
54057,162.44,31.39,257.25,FALSE,TRUE,FALSE
54069,382.29,83.4,388.48,TRUE,FALSE,FALSE
54077,76.21,27.74,184.83,FALSE,FALSE,FALSE
54107,156.06,37.95,254.42,FALSE,FALSE,FALSE
55009,321.61,19.13,755.58,FALSE,FALSE,TRUE
55015,169.83,22.15,552.78,FALSE,FALSE,FALSE
55021,286.17,25.7,815.09,FALSE,FALSE,FALSE
55035,354.99,27.48,633.73,FALSE,FALSE,FALSE
55059,367.83,38.02,952.96,FALSE,TRUE,TRUE
55079,476.36,16.37,900.2,FALSE,TRUE,TRUE
55087,261.28,16.93,768.75,FALSE,FALSE,FALSE
55089,301.82,32.61,803.24,FALSE,TRUE,TRUE
55101,418.66,38.14,831.07,FALSE,TRUE,TRUE
56025,289.28,48.22,366.68,TRUE,FALSE,FALSE
